Quelle,Stadt,URL PARENT,Dateibezeichnung,URL Datei,Format,Beschreibung,Zeitlicher Bezug,Lizenz,Kosten,Veröffentlichende Stelle,Arbeitsmarkt,Bevölkerung,Bildung und Wissenschaft,Haushalt und Steuern,Stadtentwicklung und Bebauung,Wohnen und Immobilien,Sozialleistungen,Öffentl. Sicherheit,Gesundheit,Kunst und Kultur,Land- und Forstwirtschaft,Sport und Freizeit,Umwelt,Transport und Verkehr,"Energie, Ver- und Entsorgung",Politik und Wahlen,Gesetze und Justiz,Wirtschaft und Wirtschaftsförderung,Tourismus,Verbraucher,Sonstiges,Noch nicht kategorisiert
d,hamburg.de,,Bebauungsplan Schnelsen 19/Eidelstedt 44 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Schnelsen 19/Eidelstedt 44 für den Geltungsbereich Holsteiner Chaussee - Nordgrenzen der Flurstücke 2689 und 3063 der Gemarkung Schnelsen - Lerchenkamp - über die Flurstücke 2658, 2657 und 2637 der Gemarkung Schnelsen - Siekreystraße einschließlich nördlich angrenzender Flurstücksteile der Gemarkung Schnelsen - Graf-Johann-Weg - Nordgrenze des Flurstücks 2615 der Gemarkung Schnelsen - Bundesautobahn Hamburg/Flensburg - Südgrenzen der Flurstücke 991, 992, 981, 979 bis 974 und 972 der Gemarkung Eidelstedt (Bezirk Eimsbüttel, Ortsteile 319 und 320) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Hamburg-Altstadt 6 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Hamburg-Altstadt 6 für den Geltungsbereich Schopenstehl-Alter Fischmarkt-über das Flurstück 1416 der Gemarkung Altstadt-Nord-Speersort-Steinstraße-Kattrepel-Niedernstraße (Bezirk Hamburg- Mitte, Ortsteil 101) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Hammerbrook 4 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Hammerbrook 4 für den Geltungsbereich Süderstraße-Grüner Deich-Ostgrenze des Flurstücks 1461 der Gemarkung St. Georg-Süd-Amsinckstraße (Bezirk Hamburg-Mitte, Ortsteil 118) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Billstedt 77 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Billstedt 77 für den Geltungsbereich Möllner Landstraße-Reclamstraße-Billstedter Hauptstraße-West- und Nordgrenze des Flurstücks 1557, Westgrenze des Flurstücks 1543 der Gemarkung Schiffbek (Bezirk Hamburg-Mitte, Ortsteil 131) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Rahlstedt 105 Blatt 2 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Rahlstedt 105 (drei Blätter) für den Geltungsbereich östlich der Siedlung Großlohe zwischen Sieker Landstraße, Landesgrenze und Stellau (Bezirk Wandsbek, Ortsteil 526) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Nordgrenzen der Flurstücke 1139, 1141, 1140, 1133, 1142, 1138 und 1143 der Gemarkung Neurahlstedt-Landesgrenze- Stellau (Gemarkungsgrenze)-Westgrenzen der Flurstücke 1337, 1014, 1336 und 138, über die Flurstücke 128 (Bachstücken), 126, 124, 749 (Stapelfelder Straße) und 1253, Westgrenze des Flurstücks 1253, über das Flurstück 1139 der Gemarkung Neurahlstedt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Niendorf 17 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Niendorf 17 für das Plangebiet Quedlinburger Weg - Sethweg - Gandersheimer Weg - Wendlohstraße (Bezirk Eimsbüttel, Ortsteil 318) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Lokstedt 19 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Lokstedt 19 für das Plangebiet Osterfeldstraße, Südseite von der Westgrenze des Flurstücks 1151 bis zur Münsterstraße sowie Nordseite von der Lembekstraße bis zum Offakamp einschließlich angrenzender Flurstücksteile sowie Teile der Flurstücke 834, 835 und 2395 der Gemarkung Lokstedt (Bezirk Eimsbüttel, Ortsteil 317) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Eimsbüttel 3 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Eimsbüttel 3 für das Plangebiet Heußweg-Eichenstraße-Wiesenstraße-Emilienstraße-Osterstraße (Bezirk Eimsbüttel, Ortsteil 305) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Schutzgebiet Nationalpark Hamburgisches Wattenmeer,http://www.nationalpark-wattenmeer.de/hh,"GML,WMS","Die Schutzgebietsgrenzen des Nationalparks werden als Vektorkoordinaten gemäß Koordinatensystem EPSG::25832 bereitgestellt.
Der Nationalpark Hamburgisches Wattenmeer ist mit seinen 13.750 Hektar der kleinste der drei Wattenmeer-Nationalparks. Er wurde 1990 ausgewiesen, um die besonderen Naturschönheiten und den natürlichen Prozessen unter dem Motto ""Natur Natur sein lassen"" freien Lauf zu sichern.
Mit der Anerkennung als Biosphärenreservat durch die UNESCO im Jahr 1992 gewann die naturverträgliche Ausrichtung der auf Teilen der Insel Neuwerk stattfindenden Nutzungen immer mehr an Bedeutung.
Das UNESCO-Welterbe-Komitee hat am 27.06.2011 in Paris beschlossen, auch den Nationalpark Hamburgisches Wattenmeer als Teil des Weltnaturerbe Wattenmeer in die Liste der Welterbestätten der Menscheit einzuschreiben.",,dl-de-by-1.0,,"Behörde für Stadtentwicklung und Umwelt, Amt für Natur- und Ressourcenschutz",,,,,,,,,,,,,x,,,,,,,,,
d,hamburg.de,,Bebauungsplan Neustadt 12 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Neustadt 12 für das Plangebiet Colonnaden-Esplanade-Neuer Jungfernstieg-Fehlandtstraße (Bezirk Hamburg-Mitte, Ortsteil 107) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Schnelsen 37 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Schnelsen 37 für den Geltungsbebereich Vogt-Bornkast-Weg einschließlich angrenzender Flurstücksteile der Gemarkung Schnelsen - Landesgrenze - Süntelstraße - Herzog-Alf-Weg einschließlich angrenzender Flurstücksteile der Gemarkung Schnelsen - Sandkrugweg (Bezirk Eimsbüttel, Ortsteil 319) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bodenkunde-Profile,,"GML,WMS","Die Bodenprofile beschreiben die von der Erdoberfläche aus erfolgten senkrechten Schnitte durch Bodenkörper. Anhand der Profilschnitte können die verschiedenen Bodenhorizonte, der Bodentyp und weitere Bodenparameter bestimmt werden.

Die Geodaten werden als WMS-Darstellungsdienst bereitgestellt.",,dl-de-by-1.0,,"Behörde für Stadtentwicklung und Umwelt, Amt für Umweltschutz, Bodenschutz/Altlasten",,,,,,,,,,,,,x,,,,,,,,,
d,hamburg.de,,Bebauungsplan Ohldorf 23 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Ohlsdorf 23 für den Geltungsbereich zwischen Nordheimstraße, Hauptfriedhof Ohlsdorf und Eichenlohweg (Bezirk Hamburg-Nord., Ortsteil 430) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Westgrenze des Flurstücks 561, über das Flurstück 550, Westgrenze des Flurstücks 552 der Gemarkung Ohlsdorf- Beisserstraße-Kerbelweg-West- und Nordgrenze des Flurstücks 500, Nordgrenzen der Flurstücke 501, 502, 563 und 346, Südostgrenzen der Flurstücke 346 und, 565 der Gemarkung Ohlsdorf-Kerbelweg-Ostgrenzen der Flurstücke 348, 538, 524, 507 bis 510, 525 und 511 der Gemarkung Ohlsdorf-Beisserstraße-Ostgrenzen der Flurstücke 554, 555 und 550, Ost- und Südgrenze des Flurstücks 561 der Gemarkung Ohlsdorf.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan St.Pauli 42 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan St. Pauli 42 für den Geltungsbereich Lerchenstraße und der Straße Bei der Schilleroper (Bezirk Hamburg-Mitte, Ortsteil 110) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Blankenese 4 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Blankenese 4 für den Geltungsbereich zwischen Sülldorfer Kirchenweg, Wulfsdal, Bahnanlagen und Am Klingenberg (Bezirk Altona, Ortsteil 223), wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Sülldorfer Kirchenweg - Wulfsdal - über die Flurstücke 960 (Hasenhöhe) und 4915 der Gemarkung Dockenhuden - Bahnanlagen - über das Flurstück 1266 der Gemarkung Dockenhuden - Bahnanlagen - über das Flurstück 960 (Hasenhöhe), Westgrenze des Flurstück 960 (Hasenhöhe), Südgrenzen der Flurstücke 4933, 827  (Am  Klingenberg), 751, 750, 749, 748, 747, 746, 745 und 744, Südostgrenzen der
Flurstücke 743, 737 und 736, Südgrenze des Flurstücks 736 der Gemarkung Dockenhuden.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Barmbek-Nord 31 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Barmbek-Nord 31 für den Geltungsbereich Drosselstraße-Steilshooper Straße-Wachtelstraße- Bramfelder Straße (Bezirk Hamburg-Nord, Ortsteil 426) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Eimsbüttel 36 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Eimsbüttel 36 für den Geltungsbereich zwischen Alardusstraße und Eppendorfer Weg (Bezirk Eimsbüttel, Ortsteil 305) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Alardusstraße-Eppendorfer Weg-Südgrenze des Flurstücks 1991, über das Flurstück 1991, Westgrenzen der Flurstücke 2165 und 2166, West-und Südgrenze des Flurstücks 5582 der Gemarkung Eimsbüttel (Bezirk Eimsbüttel, Ortsteil 305).",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Billstedt 58 Blatt 3 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Billstedt 58 für den Geltungsbereich Bundesautobahn-Glinder Au-Steinfurths Diek-
Glinder Au-über die Flurstücke 355, 354, 368, 371, 353, 416 (Mümmelmannsberg), 421,422,411 (Havighorster Redder), 423, 1241, 424 bis 428 und 431 zur Ostgrenze des Flurstücks 444 der Gemarkung Kirchsteinbek-Steinbeker Hauptstraße-
Billstedter Hauptstraße (Bezirk Hamburg-Mitte, Ortsteil 131) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan St.Georg 21 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan St. Georg 21 für den Geltungsbereich Greifswalder Straße-Rohdestraße-Soester Straße-Kirchenweg- Zimmerpforte-Hansaplatz-Baumeisterstraße (Bezirk Hamburg-Mitte, Ortsteil 114) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Billstedt 1 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Billstedt 1 für das Plangebiet Legienstraße-Steinfeldtstraße-Schiffbeker Weg-Gothaer Weg-Öjendorfer Weg-Südgrenze des Flurstücks 1317 sowie Ost- und Südgrenze des Flurstücks 1827 der Gemarkung Schiffbek-Nathstieg- Schiffbeker Weg-Südgrenze des Flurstücks 276 der Gemarkung Schiffbek (Bezirk Hamburg-Mitte, Ortsteil 131) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Eidelstedt 60 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Eidelstedt 60 für den Geltungsbereich Wurtkamp-Steinwiesenweg-Nordgrenze des Flurstücks 4375, Westgrenze des Flurstücks 4373 der Gemarkung Eidelstedt-Steinwiesenweg-Niendorfer Gehege-Bundesautobahn Hamburg-Flensburg-Südgrenzen der Flurstücke 3498, 1188, 3481, 1189, über die Flurstücke 1178 und 3834, Süd-und Westgrenze des Flurstücks 1193 der Gemarkung Eidelstedt (Bezirk Eimsbüttel, Ortsteil 320) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Eidelstedt 43 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Eidelstedt 43 für den Geltungsbereich Dörpsweg-Nordgrenze des Flurstücks 1203 der Gemarkung Eidelstedt-Steinwiesenweg-Niendorfer Gehege-über die Flurstücke 1185, 1186, 1181, 1187 und 1191 der Gemarkung Eidelstedt-Steinwiesenweg-Wurtkamp-über die Flurstücke 1201 und 1199 der Gemarkung Eidelstedt-Eidelstedter Dorfstraße-über das Flurstück 1317 der Gemarkung Eidelstedt-Eidelstedter Dorfstraße-über das Flurstück 1285 der Gemarkung Eidelstedt (Bezirk Eimsbüttel, Ortsteil 320) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Hoheluft-Ost 4 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Hoheluft-Ost 4 für das Plangebiet Ostseite der Hoheluftchaussee zwischen Martinistraße und Breitenfelder Straße (Bezirk Hamburg-Nord, Ortsteil 402) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Finkenwerder 35 Blatt 2 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Finkenwerder 35 für den Geltungsbereich südlich Neß-Hauptdeich zwischen Pamirweg, Finkenwerder Westerdeich, Finkenwerder Süderdeich und Osterfelddeich sowie der Alten Süderelbe (Bezirk Hamburg-Mitte, Ortsteil 139) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Neßdeich - Pamirweg - über die Flurstücke 2089 und 4430, über das Flurstück 3024 (Neßkatenweg), Ostgrenzen der Flurstücke 2492 und 2493 (Rundtörn) der Gemarkung Finkenwerder Nord - Rundtörn - Rudolf-Kinau-Allee - Nordgrenze des Flurstücks 1567 der Gemarkung Finkenwerder Süd Finkenwerder Westerdeich - Finkenwerder Süderdeich - über das Flurstück 464 (Süderkirchenweg), Nordgrenze des Flurstücks 1375 (Osterfelddeich) der Gemarkung Finkenwerder Süd - Osterfelddeich - Ostgrenze des Flurstücks 589 (Hafengebietsgrenze), über das Flurstück 1552 (Hafengebietsgrenze) - Südgrenzen der Flurstücke 1552 und 1559 (Hafengebietsgrenze), über das Flurstück 1642 (Hafengebietsgrenze/Alte Süderelbe) der Gemarkung Finkenwerder Süd - Bezirksgrenze - Nordwestgrenzen der Flurstücke 1287, 1290, 1293 und 1638 der Gemarkung Finkenwerder Süd - Nordwestgrenze des Flurstücks 4011, Westgrenze des Flurstücks 4010 (Neß- Hauptdeich) - Nordwestgrenze des Flurstücks 4254, Nordgrenze des Flurstücks 4255, über das Flurstück 4045 (Hochwasserschutzanlage) - West- und Nordwestgrenze des Flurstücks 4239, über das Flurstück 4239, Ostgrenzen der Flurstücke 4341 und 2848 (Kreetslag) der Gemarkung Finkenwerder Nord.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Wilhelmsburg 64 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Wilhelmsburg 64 für den Geltungsbereich südlich der Fährstraße zwischen Veringkanal und Veringstraße (Bezirk Harburg, Ortsteil 712) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Veringkanal - Industriestraße - Fährstraße - Sanitasstraße - Ostgrenze des Flurstücks 719, Nordgrenze des Flurstücks 735 der Gemarkung Wilhelmsburg - Veringstraße - Südgrenze des Flurstücks 1111 der Gemarkung Wilhelmsburg.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Eidelstedt 14 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Eidelstedt 14 für den Geltungsbereich Niendorfer Gehege von der Kollau bis zum Turmfalkweg einschließlich angrenzender Flurstücksteile der Gemarkung Eidelstedt (Bezirk Eimsbüttel, Ortsteil 320) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Hamburger Wasserschutzgebiete,http://www.hamburg.de/wasserschutzgebiete/,"GML,WMS,","Analoge Karten und digitale Daten zu den Grenzen der Hamburger Wasserschutzgebiete und der einzelnen Schutzzonen, in die sie untergliedert sind.
Die Daten werden als WMS-Darstellungsdienst und als WFS-Downloaddienst bereitgestellt.",,dl-de-by-1.0,,"Behörde für Stadtentwicklung und Umwelt, Amt für Umweltschutz",,,,,,,,,,,,,x,,,,,,,,,
d,hamburg.de,,Bebauungsplan Wellingsbüttel 15 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Wellingsbüttel 15 für den Bereich des Ortskerns zwischen Wellingsbüttler Weg und dem Bahndamm, beiderseits der Rolfinckstraße sowie nördlich des Wellingsbüttler Weges (Bezirk Wandsbek, Ortsteil 517) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Barkenkoppel - Südwestgrenze des Flurstücks 1105, Südwest- und Nordwestgrenze des Flurstücks 1106 der Gemarkung Wellingsbüttel - Wellingsbüttler Weg - Nordwestgrenze des Flurstücks 126, Südwest- und Nordwestgrenze des Flurstücks 132, Südwest- und Nordwestgrenze des Flurstücks 2693, Nordwestgrenze des Flurstücks 137, Südwestgrenze des Flurstücks 139 (Kuhteichweg), über das Flurstück 139, Nordwest- und Nordostgrenze des Flurstücks 173, Nordwestgrenze des Flurstücks 174, Nord- und Nordostgrenze des Flurstücks 175 der Gemarkung Wellingsbüttel - Wellingsbüttler Weg - Rehmkoppel - über das Flurstück 229 (Rehmkoppel) der Gemarkung Wellingsbüttel - Bahnanlage - Südwest- und Nordwestgrenzen des Flurstücks 1103, Südwestgrenze des Flurstücks 2213 der Gemarkung Wellingsbüttel.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Rahlstedt 38 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Rahlstedt 38 für den Geltungsbereich Aumühler Weg-Westgrenze des Flurstücks 2322, über das Flurstück 2323 der Gemarkung Altrahlstedt zur Liliencronstraße-Westgrenze des Flurstücks 3574, West- und Nordgrenze des Flurstücks 2324 und Nordgrenze des Flurstücks 32/25 der Gemarkung Altrahlstedt-Kittelweg-Kielkoppelstraße-Ostgrenze des Flurstücks 2319 der Gemarkung Altrahlstedt (Bezirk Wandsbek, Ortsteil 526) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Barmbek-Nord 32 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Barmbek-Nord 32 für den Geltungsbereich Bramfelder Straße, Habichtstraße, Dieselstraße und U-Bahn (Bezirk Hamburg-Nord, Ortsteil 426) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Bramfelder Straße - Habichtstraße - Dieselstraße - über das Flurstück 5240, West- und Nordgrenze des Flurstücks 4602 der Gemarkung Barmbek - U-Bahn (Flurstück 3394 der Gemarkung Barmbek).",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Eidelstedt 36 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Eidelstedt 36 für den Geltungsbereich Halstenbeker Weg - Landesgrenze - Pinneberger Chaussee - Ameisenkamp (Bezirk Eimsbüttel, Ortsteil 320) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Winterhude 8 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Winterhude 8 für den Geltungsbereich Hudtwalckerstraße-Alster-Nord- und Ostgrenze des Flurstücks 1551 der Gemarkung Winterhude-Winterhuder Kai-über die Flurstücke 1981 (Bebelallee) und 2797 der Gemarkung Winterhude-Bahnanlagen (Bezirk Hamburg-Nord, Ortsteil 409) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Naturschutzgebiete in Hamburg,http://www.hamburg.de/naturschutzgebiet/,"GML,WMS","Die Schutzgebietsgrenzen der Naturschutzgebiete werden als Vektorkoordinaten gemäß Koordinatensystem EPSG::25832 bereitgestellt.
Hamburg liegt bei der Ausweisung von Naturschutzgebieten bundesweit vorn. Über 8% seiner Landesfläche sind derzeit Naturschutzgebiete (NSG), ein Wert, den kein anderes Bundesland auch nur annähernd erreicht. Naturschutzgebiete sind neben dem Nationalpark Hamburgisches Wattenmeer die am strengsten geschützten Naturflächen in Hamburg. Hier haben die Ziele des Naturschutzes und der Landschaftspflege weitest gehenden, nach Möglichkeit sogar absoluten Vorrang vor allen anderen Nutzungsansprüchen.",,dl-de-by-1.0,,"Behörde für Stadtentwicklung und Umwelt, Amt für Natur- und Ressourcenschutz",,,,,,,,,,,,,x,,,,,,,,,
d,hamburg.de,,Bebauungsplan Hoheluft-West 1 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Hoheluft-West 1 für das Plangebiet Gärtnerstraße-Wrangelstraße-Eppendorfer Weg-Kottwitzstraße (Bezirk Eimsbüttel, Ortsteil 316) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Winterhude 30 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Winterhude 30 für den Geltungsbereich Poßmoorweg-Barmbeker Straße-Goldbekkanal-Moorfurthweg (Bezirk Hamburg-Nord, Ortsteil 410) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
