Berlin,"Berlin, Stadt",Berlin
Meineweh,Meineweh,Sachsen-Anhalt
Sudwalde,Sudwalde,Niedersachsen
Zwochau,Zwochau,Sachsen
Schönburg,Schönburg,Sachsen-Anhalt
Tautenhain,Tautenhain,Thüringen
Trittenheim,Trittenheim,Rheinland-Pfalz
Görsbach,Görsbach,Thüringen
Wester-Ohrstedt,Wester-Ohrstedt,Schleswig-Holstein
Wiedensahl,"Wiedensahl, Flecken",Niedersachsen
Mücka,Mücka,Sachsen
Haselau,Haselau,Schleswig-Holstein
Binsfeld,Binsfeld,Rheinland-Pfalz
Mellinghausen,Mellinghausen,Niedersachsen
Mesekenhagen,Mesekenhagen,Mecklenburg-Vorpommern
Tolk,Tolk,Schleswig-Holstein
Emtmannsberg,Emtmannsberg,Bayern
Lichterfeld-Schacksdorf,Lichterfeld-Schacksdorf,Brandenburg
Windeby,Windeby,Schleswig-Holstein
Hellwege,Hellwege,Niedersachsen
Maßweiler,Maßweiler,Rheinland-Pfalz
Kupferberg,"Kupferberg, St",Bayern
Clingen,"Clingen, Stadt",Thüringen
Edersleben,Edersleben,Sachsen-Anhalt
Hülsede,Hülsede,Niedersachsen
Issigau,Issigau,Bayern
Tagmersheim,Tagmersheim,Bayern
Klink,Klink,Mecklenburg-Vorpommern
Hörden am Harz,Hörden am Harz,Niedersachsen
Bornich,Bornich,Rheinland-Pfalz
Wirdum,Wirdum,Niedersachsen
Trappstadt,"Trappstadt, M",Bayern
Poseritz,Poseritz,Mecklenburg-Vorpommern
Neudorf-Bornstein,Neudorf-Bornstein,Schleswig-Holstein
Ebersdorf,Ebersdorf,Niedersachsen
Dormettingen,Dormettingen,Baden-Württemberg
Neverin,Neverin,Mecklenburg-Vorpommern
Groß Wokern,Groß Wokern,Mecklenburg-Vorpommern
Süderstapel,Süderstapel,Schleswig-Holstein
Ediger-Eller,Ediger-Eller,Rheinland-Pfalz
Altenkrempe,Altenkrempe,Schleswig-Holstein
Barwedel,Barwedel,Niedersachsen
Seedorf,Seedorf,Niedersachsen
Derschen,Derschen,Rheinland-Pfalz
Windberg,Windberg,Bayern
Wiesen,Wiesen,Bayern
Burow,Burow,Mecklenburg-Vorpommern
Vorwerk,Vorwerk,Niedersachsen
Gorden-Staupitz,Gorden-Staupitz,Brandenburg
Groß Ippener,Groß Ippener,Niedersachsen
Gückingen,Gückingen,Rheinland-Pfalz
Mark Landin,Mark Landin,Brandenburg
Dachsenhausen,Dachsenhausen,Rheinland-Pfalz
Fellheim,Fellheim,Bayern
Hohenbocka,Hohenbocka,Brandenburg
Altengottern,Altengottern,Thüringen
Hohenfelde,Hohenfelde,Schleswig-Holstein
Holler,Holler,Rheinland-Pfalz
Vorbach,Vorbach,Bayern
Reuth,Reuth,Sachsen
Kellenhusen (Ostsee),Kellenhusen (Ostsee),Schleswig-Holstein
Rohrsen,Rohrsen,Niedersachsen
Gemünden,Gemünden,Rheinland-Pfalz
Crostwitz,Crostwitz,Sachsen
Neuenkirchen,Neuenkirchen,Schleswig-Holstein
Niederfell,Niederfell,Rheinland-Pfalz
Kölbingen,Kölbingen,Rheinland-Pfalz
Bufleben,Bufleben,Thüringen
Theuma,Theuma,Sachsen
Goseck,Goseck,Sachsen-Anhalt
Großschwabhausen,Großschwabhausen,Thüringen
Auhausen,Auhausen,Bayern
Dreikirchen,Dreikirchen,Rheinland-Pfalz
Hellingen,Hellingen,Thüringen
Schmiedefeld,Schmiedefeld,Thüringen
Breitbrunn,Breitbrunn,Bayern
Weddelbrook,Weddelbrook,Schleswig-Holstein
Malberg,Malberg,Rheinland-Pfalz
Bettingen,Bettingen,Rheinland-Pfalz
Witzwort,Witzwort,Schleswig-Holstein
Mülheim (Mosel),Mülheim (Mosel),Rheinland-Pfalz
Werpeloh,Werpeloh,Niedersachsen
Langstedt,Langstedt,Schleswig-Holstein
Dägeling,Dägeling,Schleswig-Holstein
Ockenfels,Ockenfels,Rheinland-Pfalz
Kriegsfeld,Kriegsfeld,Rheinland-Pfalz
Siebeldingen,Siebeldingen,Rheinland-Pfalz
Preetz,Preetz,Mecklenburg-Vorpommern
Bergen,Bergen,Sachsen
Schleid,Schleid,Thüringen
Wendtorf,Wendtorf,Schleswig-Holstein
Weede,Weede,Schleswig-Holstein
Flomborn,Flomborn,Rheinland-Pfalz
Täferrot,Täferrot,Baden-Württemberg
Zarrendorf,Zarrendorf,Mecklenburg-Vorpommern
Löbichau,Löbichau,Thüringen
Rugendorf,Rugendorf,Bayern
Bolsterlang,Bolsterlang,Bayern
Mellenbach-Glasbach,Mellenbach-Glasbach,Thüringen
Todenbüttel,Todenbüttel,Schleswig-Holstein
Barver,Barver,Niedersachsen
Burgschwalbach,Burgschwalbach,Rheinland-Pfalz
Aura i.Sinngrund,Aura i.Sinngrund,Bayern
Brügge,Brügge,Schleswig-Holstein
Dollerup,Dollerup,Schleswig-Holstein
Todesfelde,Todesfelde,Schleswig-Holstein
Ungerhausen,Ungerhausen,Bayern
Mohrkirch,Mohrkirch,Schleswig-Holstein
Lehe,Lehe,Niedersachsen
Griesingen,Griesingen,Baden-Württemberg
Brockum,Brockum,Niedersachsen
Nauwalde,Nauwalde,Sachsen
Jühnde,Jühnde,Niedersachsen
Neuharlingersiel,Neuharlingersiel,Niedersachsen
Kührstedt,Kührstedt,Niedersachsen
Oberhonnefeld-Gierend,Oberhonnefeld-Gierend,Rheinland-Pfalz
Knittelsheim,Knittelsheim,Rheinland-Pfalz
Dalheim,Dalheim,Rheinland-Pfalz
Frei-Laubersheim,Frei-Laubersheim,Rheinland-Pfalz
Greimerath,Greimerath,Rheinland-Pfalz
Ober-Hilbersheim,Ober-Hilbersheim,Rheinland-Pfalz
Langenfeld,Langenfeld,Bayern
Adenstedt,Adenstedt,Niedersachsen
Mittelhof,Mittelhof,Rheinland-Pfalz
Stammham,Stammham,Bayern
Höhenland,Höhenland,Brandenburg
Hoyerhagen,Hoyerhagen,Niedersachsen
Echem,Echem,Niedersachsen
Loddin,Loddin,Mecklenburg-Vorpommern
Niederzimmern,Niederzimmern,Thüringen
Weisen,Weisen,Brandenburg
Roggendorf,Roggendorf,Mecklenburg-Vorpommern
Struvenhütten,Struvenhütten,Schleswig-Holstein
Hepstedt,Hepstedt,Niedersachsen
Mammelzen,Mammelzen,Rheinland-Pfalz
Mastershausen,Mastershausen,Rheinland-Pfalz
Wilgartswiesen,Wilgartswiesen,Rheinland-Pfalz
Straupitz,Straupitz,Brandenburg
Dankmarshausen,Dankmarshausen,Thüringen
Schinkel,Schinkel,Schleswig-Holstein
Uthlede,Uthlede,Niedersachsen
Kinsau,Kinsau,Bayern
Ellgau,Ellgau,Bayern
Dissen-Striesow,Dissen-Striesow,Brandenburg
Neustadt/Vogtl.,Neustadt/Vogtl.,Sachsen
Horben,Horben,Baden-Württemberg
Falkenfels,Falkenfels,Bayern
Langula,Langula,Thüringen
Balje,Balje,Niedersachsen
Weinsheim,Weinsheim,Rheinland-Pfalz
Arenshausen,Arenshausen,Thüringen
Gangloffsömmern,Gangloffsömmern,Thüringen
Dernbach,Dernbach,Rheinland-Pfalz
Nordheim a.Main,Nordheim a.Main,Bayern
Golmbach,Golmbach,Niedersachsen
Gries,Gries,Rheinland-Pfalz
Bastorf,Bastorf,Mecklenburg-Vorpommern
Hollingstedt,Hollingstedt,Schleswig-Holstein
Soltendieck,Soltendieck,Niedersachsen
Bad Bertrich,Bad Bertrich,Rheinland-Pfalz
Niedererbach,Niedererbach,Rheinland-Pfalz
Asselfingen,Asselfingen,Baden-Württemberg
Rothenfels,"Rothenfels, St",Bayern
Frankenwinheim,Frankenwinheim,Bayern
Ummendorf,Ummendorf,Sachsen-Anhalt
Wethau,Wethau,Sachsen-Anhalt
Geisleden,Geisleden,Thüringen
Rastdorf,Rastdorf,Niedersachsen
Uckerfelde,Uckerfelde,Brandenburg
Markt Taschendorf,"Markt Taschendorf, M",Bayern
Harsdorf,Harsdorf,Bayern
Rechtenbach,Rechtenbach,Bayern
Ascheffel,Ascheffel,Schleswig-Holstein
Schwedelbach,Schwedelbach,Rheinland-Pfalz
Dieterskirchen,Dieterskirchen,Bayern
Ziertheim,Ziertheim,Bayern
Randowtal,Randowtal,Brandenburg
Windhausen,Windhausen,Niedersachsen
Thanstein,Thanstein,Bayern
Prebitz,Prebitz,Bayern
Gerolfingen,Gerolfingen,Bayern
Binnen,Binnen,Niedersachsen
Weste,Weste,Niedersachsen
Pellingen,Pellingen,Rheinland-Pfalz
Loitsche-Heinrichsberg,Loitsche-Heinrichsberg,Sachsen-Anhalt
Bark,Bark,Schleswig-Holstein
Negernbötel,Negernbötel,Schleswig-Holstein
Briedel,Briedel,Rheinland-Pfalz
Ludwigschorgast,"Ludwigschorgast, M",Bayern
Scherstetten,Scherstetten,Bayern
Rathmannsdorf,Rathmannsdorf,Sachsen
Brokdorf,Brokdorf,Schleswig-Holstein
Leimen,Leimen,Rheinland-Pfalz
Eppenschlag,Eppenschlag,Bayern
Holzkirchen,Holzkirchen,Bayern
Prötzel,Prötzel,Brandenburg
Rambin,Rambin,Mecklenburg-Vorpommern
Domsühl,Domsühl,Mecklenburg-Vorpommern
Riethnordhausen,Riethnordhausen,Thüringen
Neustadt am Rennsteig,Neustadt am Rennsteig,Thüringen
Betheln,Betheln,Niedersachsen
Müschenbach,Müschenbach,Rheinland-Pfalz
Berkenbrück,Berkenbrück,Brandenburg
Ückeritz,Ückeritz,Mecklenburg-Vorpommern
Großnaundorf,Großnaundorf,Sachsen
Beedenbostel,Beedenbostel,Niedersachsen
Norken,Norken,Rheinland-Pfalz
Eglfing,Eglfing,Bayern
Altenkirchen,Altenkirchen,Mecklenburg-Vorpommern
Wolkramshausen,Wolkramshausen,Thüringen
Kühndorf,Kühndorf,Thüringen
Haina,Haina,Thüringen
Frauenwald,Frauenwald,Thüringen
Ziethen,Ziethen,Schleswig-Holstein
Grube,Grube,Schleswig-Holstein
Donsieders,Donsieders,Rheinland-Pfalz
Weigenheim,Weigenheim,Bayern
Martinsheim,Martinsheim,Bayern
Haßleben,Haßleben,Thüringen
Müssen,Müssen,Schleswig-Holstein
Brekendorf,Brekendorf,Schleswig-Holstein
Drentwede,Drentwede,Niedersachsen
Grafhorst,Grafhorst,Niedersachsen
Wolsdorf,Wolsdorf,Niedersachsen
Halbemond,Halbemond,Niedersachsen
Trechtingshausen,Trechtingshausen,Rheinland-Pfalz
Mittelnkirchen,Mittelnkirchen,Niedersachsen
Bockhorst,Bockhorst,Niedersachsen
Schnabelwaid,"Schnabelwaid, M",Bayern
Medlingen,Medlingen,Bayern
Struckum,Struckum,Schleswig-Holstein
Oberbillig,Oberbillig,Rheinland-Pfalz
Frankenstein,Frankenstein,Rheinland-Pfalz
Roden,Roden,Bayern
Obersinn,"Obersinn, M",Bayern
Mauchenheim,Mauchenheim,Rheinland-Pfalz
Bayerisch Eisenstein,Bayerisch Eisenstein,Bayern
Treffelstein,Treffelstein,Bayern
Riedenberg,Riedenberg,Bayern
Stadum,Stadum,Schleswig-Holstein
Niederdürenbach,Niederdürenbach,Rheinland-Pfalz
Nievern,Nievern,Rheinland-Pfalz
Vierhöfen,Vierhöfen,Niedersachsen
Großholbach,Großholbach,Rheinland-Pfalz
Riepsdorf,Riepsdorf,Schleswig-Holstein
Oldendorf (Luhe),Oldendorf (Luhe),Niedersachsen
Pottum,Pottum,Rheinland-Pfalz
Benz,Benz,Mecklenburg-Vorpommern
Teldau,Teldau,Mecklenburg-Vorpommern
Marienrachdorf,Marienrachdorf,Rheinland-Pfalz
Carinerland,Carinerland,Mecklenburg-Vorpommern
Blankenberg,Blankenberg,Thüringen
Dreisen,Dreisen,Rheinland-Pfalz
Bliesdorf,Bliesdorf,Brandenburg
Planetal,Planetal,Brandenburg
Glowe,Glowe,Mecklenburg-Vorpommern
Brahmenau,Brahmenau,Thüringen
Düdenbüttel,Düdenbüttel,Niedersachsen
Sondheim v.d.Rhön,Sondheim v.d.Rhön,Bayern
Holzheim a.Forst,Holzheim a.Forst,Bayern
Dettmannsdorf,Dettmannsdorf,Mecklenburg-Vorpommern
Bokensdorf,Bokensdorf,Niedersachsen
Rosenow,Rosenow,Mecklenburg-Vorpommern
Insel Hiddensee,Insel Hiddensee,Mecklenburg-Vorpommern
Undeloh,Undeloh,Niedersachsen
Trebendorf,Trebendorf,Sachsen
Veltheim (Ohe),Veltheim (Ohe),Niedersachsen
Kindenheim,Kindenheim,Rheinland-Pfalz
Essing,"Essing, M",Bayern
Lutzingen,Lutzingen,Bayern
Mühlhausen im Täle,Mühlhausen im Täle,Baden-Württemberg
Ehingen,Ehingen,Bayern
Altenpleen,Altenpleen,Mecklenburg-Vorpommern
Mühlen Eichsen,Mühlen Eichsen,Mecklenburg-Vorpommern
Börnichen/Erzgeb.,Börnichen/Erzgeb.,Sachsen
Kirchtimke,Kirchtimke,Niedersachsen
Pelm,Pelm,Rheinland-Pfalz
Gutenberg,Gutenberg,Rheinland-Pfalz
Wintrich,Wintrich,Rheinland-Pfalz
Wittlingen,Wittlingen,Baden-Württemberg
Frankenthal,Frankenthal,Sachsen
Groß Quenstedt,Groß Quenstedt,Sachsen-Anhalt
Rohr,Rohr,Thüringen
Achterwehr,Achterwehr,Schleswig-Holstein
Eimen,Eimen,Niedersachsen
Burweg,Burweg,Niedersachsen
Unterroth,Unterroth,Bayern
Groß Laasch,Groß Laasch,Mecklenburg-Vorpommern
Adelshofen,Adelshofen,Bayern
Alesheim,Alesheim,Bayern
Buch a.Wald,Buch a.Wald,Bayern
Martensrade,Martensrade,Schleswig-Holstein
Erkerode,Erkerode,Niedersachsen
Bonefeld,Bonefeld,Rheinland-Pfalz
Kapellen-Drusweiler,Kapellen-Drusweiler,Rheinland-Pfalz
Wiesenbronn,Wiesenbronn,Bayern
Wiesenbach,Wiesenbach,Bayern
Kapsweyer,Kapsweyer,Rheinland-Pfalz
Schönberg,Schönberg,Bayern
Trausnitz,Trausnitz,Bayern
Falkenberg,"Falkenberg, M",Bayern
Pösing,Pösing,Bayern
Schönberg,Schönberg,Sachsen
Wallmoden,Wallmoden,Niedersachsen
Welschneudorf,Welschneudorf,Rheinland-Pfalz
Nister,Nister,Rheinland-Pfalz
Stetten,Stetten,Baden-Württemberg
Heretsried,Heretsried,Bayern
Gerach,Gerach,Bayern
Gutow,Gutow,Mecklenburg-Vorpommern
Kaltenwestheim,Kaltenwestheim,Thüringen
Obernfeld,Obernfeld,Niedersachsen
Rehe,Rehe,Rheinland-Pfalz
Ferschweiler,Ferschweiler,Rheinland-Pfalz
Spiesheim,Spiesheim,Rheinland-Pfalz
Hendungen,Hendungen,Bayern
Hassel,Hassel,Sachsen-Anhalt
Nebel,Nebel,Schleswig-Holstein
Groß Vollstedt,Groß Vollstedt,Schleswig-Holstein
Jerrishoe,Jerrishoe,Schleswig-Holstein
Oberlangen,Oberlangen,Niedersachsen
Ostrohe,Ostrohe,Schleswig-Holstein
Emmelsbüll-Horsbüll,Emmelsbüll-Horsbüll,Schleswig-Holstein
Seestermühe,Seestermühe,Schleswig-Holstein
Ramberg,Ramberg,Rheinland-Pfalz
Behren-Lübchin,Behren-Lübchin,Mecklenburg-Vorpommern
Schnaudertal,Schnaudertal,Sachsen-Anhalt
Heuerßen,Heuerßen,Niedersachsen
Rattenkirchen,Rattenkirchen,Bayern
Zehrental,Zehrental,Sachsen-Anhalt
Ruhwinkel,Ruhwinkel,Schleswig-Holstein
Herschbach (Oberwesterwald),Herschbach (Oberwesterwald),Rheinland-Pfalz
Eichstedt (Altmark),Eichstedt (Altmark),Sachsen-Anhalt
Pronsfeld,Pronsfeld,Rheinland-Pfalz
Jagel,Jagel,Schleswig-Holstein
Westernohe,Westernohe,Rheinland-Pfalz
Illesheim,Illesheim,Bayern
Unsleben,Unsleben,Bayern
Kreba-Neudorf,Kreba-Neudorf,Sachsen
Klanxbüll,Klanxbüll,Schleswig-Holstein
Köhlen,Köhlen,Niedersachsen
Trebel,Trebel,Niedersachsen
Halsbach,Halsbach,Bayern
Hohendorf,Hohendorf,Mecklenburg-Vorpommern
Stößen,"Stößen, Stadt",Sachsen-Anhalt
Wettringen,Wettringen,Bayern
Bieberehren,Bieberehren,Bayern
Morscheid,Morscheid,Rheinland-Pfalz
Seehof,Seehof,Mecklenburg-Vorpommern
Tyrlaching,Tyrlaching,Bayern
Lüssow,Lüssow,Mecklenburg-Vorpommern
Deuna,Deuna,Thüringen
Klixbüll,Klixbüll,Schleswig-Holstein
Sensbachtal,Sensbachtal,Hessen
Sessenhausen,Sessenhausen,Rheinland-Pfalz
Ingenried,Ingenried,Bayern
Demen,Demen,Mecklenburg-Vorpommern
Remstädt,Remstädt,Thüringen
Kurtscheid,Kurtscheid,Rheinland-Pfalz
Grabowhöfe,Grabowhöfe,Mecklenburg-Vorpommern
Sterley,Sterley,Schleswig-Holstein
Lohnsfeld,Lohnsfeld,Rheinland-Pfalz
Obermaiselstein,Obermaiselstein,Bayern
Wildemann,"Wildemann, Bergstadt",Niedersachsen
Großlittgen,Großlittgen,Rheinland-Pfalz
Pfeffelbach,Pfeffelbach,Rheinland-Pfalz
Grafengehaig,"Grafengehaig, M",Bayern
Tramm,Tramm,Mecklenburg-Vorpommern
Süplingen,Süplingen,Sachsen-Anhalt
Tetenhusen,Tetenhusen,Schleswig-Holstein
Kirchwald,Kirchwald,Rheinland-Pfalz
Königsfeld,Königsfeld,Mecklenburg-Vorpommern
Iden,Iden,Sachsen-Anhalt
Breitscheidt,Breitscheidt,Rheinland-Pfalz
Kirchberg,Kirchberg,Bayern
Zempin,Zempin,Mecklenburg-Vorpommern
Cramme,Cramme,Niedersachsen
Breitenburg,Breitenburg,Schleswig-Holstein
Diekhof,Diekhof,Mecklenburg-Vorpommern
Neulewin,Neulewin,Brandenburg
Schwabbruck,Schwabbruck,Bayern
Mixdorf,Mixdorf,Brandenburg
Woltersdorf,Woltersdorf,Niedersachsen
Veldenz,Veldenz,Rheinland-Pfalz
Börrstadt,Börrstadt,Rheinland-Pfalz
Altendorf,Altendorf,Bayern
Rosenau,Rosenau,Brandenburg
Oberhausen bei Kirn,Oberhausen bei Kirn,Rheinland-Pfalz
Altmärkische Wische,Altmärkische Wische,Sachsen-Anhalt
Großlohra,Großlohra,Thüringen
Bundenbach,Bundenbach,Rheinland-Pfalz
Buch,Buch,Rheinland-Pfalz
Freimersheim (Pfalz),Freimersheim (Pfalz),Rheinland-Pfalz
Achslach,Achslach,Bayern
Oberschönegg,Oberschönegg,Bayern
Warnow,Warnow,Mecklenburg-Vorpommern
Sandau (Elbe),"Sandau (Elbe), Stadt",Sachsen-Anhalt
Reichenbach,Reichenbach,Thüringen
Beuren (Hochwald),Beuren (Hochwald),Rheinland-Pfalz
Wendorf,Wendorf,Mecklenburg-Vorpommern
Bimöhlen,Bimöhlen,Schleswig-Holstein
Helse,Helse,Schleswig-Holstein
Gödenstorf,Gödenstorf,Niedersachsen
Ochtersum,Ochtersum,Niedersachsen
Landkern,Landkern,Rheinland-Pfalz
Sankt Johann,Sankt Johann,Rheinland-Pfalz
Melchow,Melchow,Brandenburg
Tating,Tating,Schleswig-Holstein
Sehlde,Sehlde,Niedersachsen
Kleinniedesheim,Kleinniedesheim,Rheinland-Pfalz
Grünow,Grünow,Brandenburg
Großbartloff,Großbartloff,Thüringen
Nöbdenitz,Nöbdenitz,Thüringen
Hanstedt,Hanstedt,Niedersachsen
Bundorf,Bundorf,Bayern
Schollbrunn,Schollbrunn,Bayern
Seeblick,Seeblick,Brandenburg
Trollenhagen,Trollenhagen,Mecklenburg-Vorpommern
Grebin,Grebin,Schleswig-Holstein
Havelaue,Havelaue,Brandenburg
Voigtstedt,Voigtstedt,Thüringen
Dunzweiler,Dunzweiler,Rheinland-Pfalz
Venningen,Venningen,Rheinland-Pfalz
Dorn-Dürkheim,Dorn-Dürkheim,Rheinland-Pfalz
Osterby,Osterby,Schleswig-Holstein
Ostereistedt,Ostereistedt,Niedersachsen
Braak,Braak,Schleswig-Holstein
Westfeld,Westfeld,Niedersachsen
Linsburg,Linsburg,Niedersachsen
Uehrde,Uehrde,Niedersachsen
Höfer,Höfer,Niedersachsen
Fresenburg,Fresenburg,Niedersachsen
Haag,Haag,Bayern
Bülstringen,Bülstringen,Sachsen-Anhalt
Havetoftloit,Havetoftloit,Schleswig-Holstein
Schlöben,Schlöben,Thüringen
Heinade,Heinade,Niedersachsen
Retschow,Retschow,Mecklenburg-Vorpommern
Schwesing,Schwesing,Schleswig-Holstein
Glasau,Glasau,Schleswig-Holstein
Guckheim,Guckheim,Rheinland-Pfalz
Engelbrechtsche Wildnis,Engelbrechtsche Wildnis,Schleswig-Holstein
Neu-Bamberg,Neu-Bamberg,Rheinland-Pfalz
Fischbach,Fischbach,Rheinland-Pfalz
Göcklingen,Göcklingen,Rheinland-Pfalz
Thaining,Thaining,Bayern
Dagebüll,Dagebüll,Schleswig-Holstein
Koldenbüttel,Koldenbüttel,Schleswig-Holstein
Mühlenfließ,Mühlenfließ,Brandenburg
Obernholz,Obernholz,Niedersachsen
Bersteland,Bersteland,Brandenburg
Groß Rheide,Groß Rheide,Schleswig-Holstein
Gundheim,Gundheim,Rheinland-Pfalz
Dörrenbach,Dörrenbach,Rheinland-Pfalz
Geroda,"Geroda, M",Bayern
Wallstawe,Wallstawe,Sachsen-Anhalt
Becherbach,Becherbach,Rheinland-Pfalz
Elsoff (Westerwald),Elsoff (Westerwald),Rheinland-Pfalz
Bargenstedt,Bargenstedt,Schleswig-Holstein
Hollnseth,Hollnseth,Niedersachsen
Hittbergen,Hittbergen,Niedersachsen
Steinbach am Glan,Steinbach am Glan,Rheinland-Pfalz
Durchhausen,Durchhausen,Baden-Württemberg
Pinnow,Pinnow,Brandenburg
Hanshagen,Hanshagen,Mecklenburg-Vorpommern
Siggelkow,Siggelkow,Mecklenburg-Vorpommern
Breddin,Breddin,Brandenburg
Wippingen,Wippingen,Niedersachsen
Mandel,Mandel,Rheinland-Pfalz
Wollin,Wollin,Brandenburg
Urbach,Urbach,Thüringen
Havetoft,Havetoft,Schleswig-Holstein
Niederdreisbach,Niederdreisbach,Rheinland-Pfalz
Großbardorf,Großbardorf,Bayern
Rödelmaier,Rödelmaier,Bayern
Nostorf,Nostorf,Mecklenburg-Vorpommern
Schweppenhausen,Schweppenhausen,Rheinland-Pfalz
Walsdorf,Walsdorf,Rheinland-Pfalz
Oggelshausen,Oggelshausen,Baden-Württemberg
Apfeltrach,Apfeltrach,Bayern
Podelzig,Podelzig,Brandenburg
Aspisheim,Aspisheim,Rheinland-Pfalz
Strahlungen,Strahlungen,Bayern
Hohenfelde,Hohenfelde,Schleswig-Holstein
Waddeweitz,Waddeweitz,Niedersachsen
Ürzig,Ürzig,Rheinland-Pfalz
Haselund,Haselund,Schleswig-Holstein
Seester,Seester,Schleswig-Holstein
Dolgesheim,Dolgesheim,Rheinland-Pfalz
Häg-Ehrsberg,Häg-Ehrsberg,Baden-Württemberg
Schönewörde,Schönewörde,Niedersachsen
Erharting,Erharting,Bayern
Stechow-Ferchesar,Stechow-Ferchesar,Brandenburg
Golzow,Golzow,Brandenburg
Grambow,Grambow,Mecklenburg-Vorpommern
Obermehler,Obermehler,Thüringen
Böhme,Böhme,Niedersachsen
Kyllburg,"Kyllburg, Stadt",Rheinland-Pfalz
Niederwörresbach,Niederwörresbach,Rheinland-Pfalz
Mörstadt,Mörstadt,Rheinland-Pfalz
Heuchelheim-Klingen,Heuchelheim-Klingen,Rheinland-Pfalz
Großmonra,Großmonra,Thüringen
Mayschoß,Mayschoß,Rheinland-Pfalz
Höheischweiler,Höheischweiler,Rheinland-Pfalz
Jördenstorf,Jördenstorf,Mecklenburg-Vorpommern
Pölchow,Pölchow,Mecklenburg-Vorpommern
Friedrichsruhe,Friedrichsruhe,Mecklenburg-Vorpommern
Herschdorf,Herschdorf,Thüringen
Klein Meckelsen,Klein Meckelsen,Niedersachsen
Welling,Welling,Rheinland-Pfalz
Untermarchtal,Untermarchtal,Baden-Württemberg
Steindorf,Steindorf,Bayern
Ringleben,Ringleben,Thüringen
Elleben,Elleben,Thüringen
Brüggen,Brüggen,Niedersachsen
Anderlingen,Anderlingen,Niedersachsen
Schwifting,Schwifting,Bayern
Buchhofen,Buchhofen,Bayern
Beendorf,Beendorf,Sachsen-Anhalt
Nisterau,Nisterau,Rheinland-Pfalz
Sehlem,Sehlem,Rheinland-Pfalz
Laumersheim,Laumersheim,Rheinland-Pfalz
Winterrieden,Winterrieden,Bayern
Linthe,Linthe,Brandenburg
Wöbbelin,Wöbbelin,Mecklenburg-Vorpommern
Witzeeze,Witzeeze,Schleswig-Holstein
Hasselberg,Hasselberg,Schleswig-Holstein
Bergfeld,Bergfeld,Niedersachsen
Sehlem,Sehlem,Niedersachsen
Nohra,Nohra,Thüringen
Ballhausen,Ballhausen,Thüringen
Krembz,Krembz,Mecklenburg-Vorpommern
Elmenhorst,Elmenhorst,Schleswig-Holstein
Nortorf,Nortorf,Schleswig-Holstein
Almstedt,Almstedt,Niedersachsen
Bruchhausen,Bruchhausen,Rheinland-Pfalz
Kleinkarlbach,Kleinkarlbach,Rheinland-Pfalz
Frankweiler,Frankweiler,Rheinland-Pfalz
Zernitz-Lohm,Zernitz-Lohm,Brandenburg
Görmin,Görmin,Mecklenburg-Vorpommern
Mariental,Mariental,Niedersachsen
Pünderich,Pünderich,Rheinland-Pfalz
Wallsbüll,Wallsbüll,Schleswig-Holstein
Stipshausen,Stipshausen,Rheinland-Pfalz
Datzetal,Datzetal,Mecklenburg-Vorpommern
Eußerthal,Eußerthal,Rheinland-Pfalz
Wiednitz,Wiednitz,Sachsen
Fürsteneck,Fürsteneck,Bayern
Sassen-Trantow,Sassen-Trantow,Mecklenburg-Vorpommern
Neidenbach,Neidenbach,Rheinland-Pfalz
Frauenprießnitz,Frauenprießnitz,Thüringen
Wershofen,Wershofen,Rheinland-Pfalz
Rothenbach,Rothenbach,Rheinland-Pfalz
Carpin,Carpin,Mecklenburg-Vorpommern
Reddelich,Reddelich,Mecklenburg-Vorpommern
Milz,Milz,Thüringen
Holzheim,Holzheim,Rheinland-Pfalz
Guteneck,Guteneck,Bayern
Plankenfels,Plankenfels,Bayern
Warberg,Warberg,Niedersachsen
Stemmen,Stemmen,Niedersachsen
Gebenbach,Gebenbach,Bayern
Langenwolschendorf,Langenwolschendorf,Thüringen
Harmstorf,Harmstorf,Niedersachsen
Platten,Platten,Rheinland-Pfalz
Unterschwaningen,Unterschwaningen,Bayern
Simmershofen,Simmershofen,Bayern
Ivenack,Ivenack,Mecklenburg-Vorpommern
Elpersbüttel,Elpersbüttel,Schleswig-Holstein
Steinau,Steinau,Niedersachsen
Wonsheim,Wonsheim,Rheinland-Pfalz
Weilar,Weilar,Thüringen
Hörnum (Sylt),Hörnum (Sylt),Schleswig-Holstein
Schillsdorf,Schillsdorf,Schleswig-Holstein
Neuendorf b. Elmshorn,Neuendorf b. Elmshorn,Schleswig-Holstein
Bülkau,Bülkau,Niedersachsen
Andervenne,Andervenne,Niedersachsen
Rüber,Rüber,Rheinland-Pfalz
Imsbach,Imsbach,Rheinland-Pfalz
Groß Sarau,Groß Sarau,Schleswig-Holstein
Sankt Margarethen,Sankt Margarethen,Schleswig-Holstein
Lahn,Lahn,Niedersachsen
Nemsdorf-Göhrendorf,Nemsdorf-Göhrendorf,Sachsen-Anhalt
Harra,Harra,Thüringen
Taarstedt,Taarstedt,Schleswig-Holstein
Medelby,Medelby,Schleswig-Holstein
Liebenscheid,Liebenscheid,Rheinland-Pfalz
Trassenheide,Trassenheide,Mecklenburg-Vorpommern
Petersberg,Petersberg,Rheinland-Pfalz
Sulzthal,"Sulzthal, M",Bayern
Merzdorf,Merzdorf,Brandenburg
